Share Count	Author	Date	Title
2047	The Editorial Board	2015-01-16	Standing Up to the N.R.A.
16	The Editorial Board	2015-01-16	Gov. Cuomo on New York City’s Woes
161	David Brooks	2015-01-16	Rating the Republicans
1597	Paul Krugman	2015-01-16	Francs, Fear and Folly
559	The Editorial Board	2015-01-16	Wrong Responses to Charlie Hebdo
42	The Editorial Board	2015-01-15	A Step Forward for Sri Lanka
467	The Editorial Board	2015-01-15	Expanding Community College Access 
36	The Editorial Board	2015-01-15	Time to Test North Korea’s Intentions
27	The Editorial Board	2015-01-15	How to Spend New York’s Spare $5 Billion
240	Gail Collins	2015-01-15	Dropouts and Politics and Cats
1682	Nicholas Kristof	2015-01-15	An Islamic Reformer, Lashed
332	Charles Blow	2015-01-15	The Complexity of Deadly Force
1143	The Editorial Board	2015-01-14	The Dollar Value of a Stolen Life
28	The Editorial Board	2015-01-14	Still Waiting for Strong Privacy Laws
1736	Thomas Friedman	2015-01-14	We Need Another Giant Protest
275	Frank Bruni	2015-01-14	The Overcrowded Race for the 2016 Republican Nomination
791	The Editorial Board	2015-01-14	After Paris Attack, French Authorities Move to Protect Jews
2616	The Editorial Board	2015-01-13	God, Gays and the Atlanta Fire Department
325	The Editorial Board	2015-01-13	Keeping a Promise to Afghans 
205	Joe Nocera	2015-01-13	Playing College Moneyball
2292	David Brooks	2015-01-13	The Child in the Basement
129	The Editorial Board	2015-01-13	Choke First, Ask Questions Later
43364	Charles Blow	2015-01-12	Tamir Rice and the Value of Life
53	The Editorial Board	2015-01-12	Toward a Better Job Market in the New Year 
213	The Editorial Board	2015-01-12	The Two Faces of Azerbaijan’s Mr. Aliyev
225	The Editorial Board	2015-01-12	After the Charlie Hebdo Attack, the French Join Hands
2813	Paul Krugman	2015-01-12	For the Love of Carbon
561	Ross Douthat	2015-01-11	France, the Crucible of Europe
138	Maureen Dowd	2015-01-11	The Deano Chronicles, Continued
153	The Editorial Board	2015-01-11	Gun Rights, From Holsters to Bras
344	The Editorial Board	2015-01-11	Raise the Gas Tax to Fix America’s Roads
118	The Editorial Board	2015-01-11	Saving the Nuclear Deal With Iran
3453	Frank Bruni	2015-01-11	Religious Liberty, Bigotry and Gays
2094	Nicholas Kristof	2015-01-11	Race, the Police and the Propaganda
746	Roger Cohen	2015-01-11	Depression and an Immigrant’s Struggle to Assimilate
166	Joe Nocera	2015-01-10	Riddle of the Pyramids: What Is Herbalife?
474	The Editorial Board	2015-01-10	Racial Isolation in Public Schools
248	The Editorial Board	2015-01-10	Is Pakistan Worth America’s Investment?
541	Gail Collins	2015-01-10	On Duty for the Chris Christie Hug Watch
71	The Editorial Board	2015-01-10	Gov. Christie’s Cowboy Connection
246	The Editorial Board	2015-01-09	Gun-Running in the Jet Age
66	The Editorial Board	2015-01-09	New York Takes on Plastic
33174	David Brooks	2015-01-09	I Am Not Charlie Hebdo
3004	Paul Krugman	2015-01-09	Voodoo Time Machine
84	The Editorial Board	2015-01-09	Net Neutrality and the F.C.C.
175	The Editorial Board	2015-01-09	The Stumbling, Tumbling Euro 
72	The Editorial Board	2015-01-08	Hounding the Roma in France
69	The Editorial Board	2015-01-08	How to Raise Wages in New York 
73	The Editorial Board	2015-01-08	Spring Rush at the University of Virginia
40	The Editorial Board	2015-01-08	More Life at the Javits Center
632	Charles Blow	2015-01-08	Who Should Apologize in Police Conflict?
146	Gail Collins	2015-01-08	Back to the Future
11506	Nicholas Kristof	2015-01-08	Is Islam to Blame for the Shooting at Charlie Hebdo in Paris?
1709	The Editorial Board	2015-01-08	The Charlie Hebdo Massacre in Paris
314	Roger Cohen	2015-01-07	Trying to Remember
85	The Editorial Board	2015-01-07	The Marches in Dresden 
274	Thomas Friedman	2015-01-07	Time for a Pause
83	The Editorial Board	2015-01-07	Florida Joins the Wave on Same-Sex Marriage 
115	Frank Bruni	2015-01-07	Barack Obama, Lyndon Johnson and Presidential Comparisons
5466	The Editorial Board	2015-01-07	No Justice, No Police
131	Joe Nocera	2015-01-06	The Moral of the Kulluk
2870	David Brooks	2015-01-06	The Problem With Meaning
635	The Editorial Board	2015-01-06	Egypt’s Appalling Crackdown on Gays
95	The Editorial Board	2015-01-06	Migrant Deaths on the Mediterranean 
10	The Editorial Board	2015-01-06	Gov. Cuomo’s Expanded Horizons
980	The Editorial Board	2015-01-05	The Central Crisis in New York Education
549	The Editorial Board	2015-01-05	Shifting Politics on the Death Penalty
562	The Editorial Board	2015-01-05	Race and Voting Rights in Ferguson
3221	Paul Krugman	2015-01-05	Presidents and the Economy
3575	Charles Blow	2015-01-05	Privilege of ‘Arrest Without Incident’
221	Frank Bruni	2015-01-04	Clinton, Bush and the 2016 Presidential Election
666	The Editorial Board	2015-01-04	Brazen Attempts by Hotels to Block Wi-Fi
468	The Editorial Board	2015-01-04	A Weary Greece Considers Its Options
89	The Editorial Board	2015-01-04	The Afghan President’s Overreach 
45	Ross Douthat	2015-01-04	Confessions of a Columnist
287	Gail Collins	2015-01-03	Hillary Versus History
32	The Editorial Board	2015-01-03	Albany Lawmakers and Their Secret Incomes
405	The Editorial Board	2015-01-03	Mario Cuomo’s Life in Public Service
265	The Editorial Board	2015-01-03	Betting on Default 
388	Roger Cohen	2015-01-03	A Time for Traitors
1492	Paul Krugman	2015-01-02	Twin Peaks Planet
419	David Brooks	2015-01-02	The Age of Bibi
140	The Editorial Board	2015-01-02	An Enemy of Reform in New York Jails 
137	The Editorial Board	2015-01-02	A Vital Nuclear Agreement, at Risk
663	Charles Blow	2015-01-01	Look Back to Move Forward
148	The Editorial Board	2015-01-01	The Palestinians’ Desperation Move
81	The Editorial Board	2015-01-01	In Foiling Gmail, China Foils Itself 
35	The Editorial Board	2015-01-01	After AirAsia Flight 8501, a Need for Tracking
228	The Editorial Board	2014-12-31	India's Mental Health Crisis
7624	The Editorial Board	2014-12-31	When New York City Police Walk Off the Job
19	The Editorial Board	2014-12-31	Keeping Track: Loans for Troops and Higher Wages
1459	The Editorial Board	2014-12-31	Cuba Turns Off Critics’ Open Mike
329	Roger Cohen	2014-12-31	Gaza Is Nowhere
479	Frank Bruni	2014-12-31	Gina Raimondo's Approach to Income Inequality
19	The Editorial Board	2014-12-30	Death Stalks the News Beat
27	The Editorial Board	2014-12-30	Deterring Cyberattacks From North Korea 
87	The Editorial Board	2014-12-30	Cuomo and Christie Stop Real Reform
11269	The Editorial Board	2014-12-30	Respect for NYPD Squandered in Attacks on Bill de Blasio
54	Joe Nocera	2014-12-30	Four Questions for 2015
116	David Brooks	2014-12-30	The Sidney Awards, Part 2
1249	The Editorial Board	2014-12-29	Kids and Jails, a Bad Combination
15	The Editorial Board	2014-12-29	Alarming Gaps in Presidential Protection
4625	Paul Krugman	2014-12-29	The Obama Recovery
221	The Editorial Board	2014-12-29	Foreign Aid and Abortion Rights 
205	The Editorial Board	2014-12-29	A Ban on Child Labor in Tobacco Fields
266	The Editorial Board	2014-12-28	Torture, Race, Marijuana and 12 Other Big Issues of 2014
244	The Editorial Board	2014-12-28	Shifting Dynamics for Cuba’s Dissidents 
1101	Nicholas Kristof	2014-12-28	When Readers Do Get It 
63	The Editorial Board	2014-12-28	The Fed Fights Half the Battle 
173	The Editorial Board	2014-12-27	A Green Line Through Queens
85	The Editorial Board	2014-12-27	No More Delays on New Jersey Housing 
88	The Editorial Board	2014-12-27	Mr. Putin’s Global Courtships 
297	Joe Nocera	2014-12-27	Silicon Valley’s Mirror Effect
478	Roger Cohen	2014-12-27	The Virtue of Redeeming Vice
1160	The Editorial Board	2014-12-26	Religious Intolerance in India
4689	Paul Krugman	2014-12-26	Tidings of Comfort
191	David Brooks	2014-12-26	The Sidney Awards, Part I
776	The Editorial Board	2014-12-26	Tunisia Wins Again
664	The Editorial Board	2014-12-26	Facebook Is Not the Public Square
2107	The Editorial Board	2014-12-26	The Best Lawyers Money Can Buy
1005	Nicholas Kristof	2014-12-25	Scrooges of the World, Begone!
11	The Editorial Board	2014-12-25	Struggling and Caring for Premature Babies
99	The Editorial Board	2014-12-25	A New Day for L.A.’s Brutal Jails
76	The Editorial Board	2014-12-25	Strong Safety Rules for Taxis and Uber
169	The Editorial Board	2014-12-24	Muzzling Speech in Bangladesh
41	The Editorial Board	2014-12-24	When Insider Trading Is Legal 
166	The Editorial Board	2014-12-24	Mr. Grimm Should Go Now 
402	Thomas Friedman	2014-12-24	Is Vacation Over?
169	The Editorial Board	2014-12-24	Cuba’s Promising New Online Voices 
306	Roger Cohen	2014-12-24	Why Israeli-Palestinian Peace Failed 
1169	Frank Bruni	2014-12-24	Francis’ Gift to Catholics
229	Joe Nocera	2014-12-23	Shale and the Falling Price of Oil
231	The Editorial Board	2014-12-23	Pakistan’s Baffling Response to Extremism
733	The Editorial Board	2014-12-23	Mr. de Blasio’s Call for Harmony
2406	David Brooks	2014-12-23	The Subtle Sensations of Faith
361	The Editorial Board	2014-12-22	 Workers’ Rights at McDonald’s 
27529	The Editorial Board	2014-12-22	Prosecute Torturers and Their Bosses
574	Charles Blow	2014-12-22	Pursuing Justice for All
4381	Paul Krugman	2014-12-22	Putin, Neocons and the Great Illusion
372	The Editorial Board	2014-12-22	Killing of New York Police Officers Tests Promise of ‘One City’
1255	Roger Cohen	2014-12-21	What Will Israel Become? 
1079	The Editorial Board	2014-12-21	Cuba’s Gay Rights Evolution
352	Frank Bruni	2014-12-21	Sony, Security and the End of Privacy
1226	Thomas Friedman	2014-12-21	Who’s Playing Marbles Now?
579	Ross Douthat	2014-12-21	North Korea and the Speech Police 
1895	Nicholas Kristof	2014-12-21	The Gift of Education
128	The Editorial Board	2014-12-21	Rome’s Scrutiny of American Nuns
105	The Editorial Board	2014-12-21	Freedom to See Government Records
597	The Editorial Board	2014-12-20	Turkey’s Descent Into Paranoia
404	Joe Nocera	2014-12-20	The Cuomo Cop-Out
212	The Editorial Board	2014-12-20	 The Embattled Dream of Palestine
158	The Editorial Board	2014-12-20	A Sucker’s Game for New York
28	The Editorial Board	2014-12-20	Next Steps on Brutality at Rikers Island
110	The Editorial Board	2014-12-19	Narrowing India's Horizons
304	The Editorial Board	2014-12-19	Sony and Mr. Kim’s Thugs
383	The Editorial Board	2014-12-19	Dying In, Rising Up
189	The Editorial Board	2014-12-19	Insurance Fairness for Transgender People
372	David Brooks	2014-12-19	The Union Future
2270	Paul Krugman	2014-12-19	Putin’s Bubble Bursts
523	The Editorial Board	2014-12-18	Gov. Cuomo Makes Sense on Fracking
1583	Nicholas Kristof	2014-12-18	Welcome Back, Cuba!
991	Charles Blow	2014-12-18	The Obamas, Race and Slights
1609	The Editorial Board	2014-12-18	Mr. Obama’s Historic Move on Cuba
52	The Editorial Board	2014-12-17	Europe’s Anti-Austerity Duo
789	The Editorial Board	2014-12-17	The Taliban’s Massacre of Innocents in Pakistan
398	The Editorial Board	2014-12-17	Tortured by Psychologists and Doctors
597	Thomas Friedman	2014-12-17	This Israeli Election Matters
1312	Frank Bruni	2014-12-17	Alzheimer’s, Awareness and ‘Still Alice’
301	The Editorial Board	2014-12-17	The Ruble’s Fall and Mr. Putin’s Reckoning
469	The Editorial Board	2014-12-16	No Relief for Air Travelers
304	The Editorial Board	2014-12-16	Egypt’s Latest Outrage
220	Joe Nocera	2014-12-16	When Football Gets the Ax
4773	David Brooks	2014-12-16	Warren Can Win
3264	Paul Krugman	2014-12-15	Dodd-Frank Damaged in the Budget Bill
1714	Charles Blow	2014-12-15	America, Who Are We?
958	The Editorial Board	2014-12-15	Cuba’s Economy at a Crossroads 
7989	The Editorial Board	2014-12-15	Are Midwives Safer Than Doctors?
398	The Editorial Board	2014-12-14	Still Failing Syria’s Refugees
215	Ross Douthat	2014-12-14	The Imitation of Marriage
3728	Nicholas Kristof	2014-12-14	A Shooter, His Victim and Race
441	Thomas Friedman	2014-12-14	Why 2014 Is a Big Deal
56	The Editorial Board	2014-12-14	Fragile Gains Against Malaria
126	The Editorial Board	2014-12-14	A Home of One’s Own 
136	Frank Bruni	2014-12-14	Jeb Bush, Chris Christie and the 2016 Presidential Campaign
538	Roger Cohen	2014-12-14	Trying to Reinvent Italy
544	The Editorial Board	2014-12-14	How Social Status Affects Your Health
395	Roger Cohen	2014-12-13	The Way Back to Iran
41	The Editorial Board	2014-12-13	Uruguay’s Guantánamo Gesture
518	Gail Collins	2014-12-13	Dinner Party Political Primer
38	Joe Nocera	2014-12-13	Prosecuting Insider Trading
365	The Editorial Board	2014-12-13	Another Baseless Attack on Health Law
169	The Editorial Board	2014-12-13	Keeping the Mentally Ill Out of Jail 
2015	The Editorial Board	2014-12-12	Hiding Bad Policy in a Budget Bill
49	The Editorial Board	2014-12-12	Is Peaceful Korean Unification Possible?
1057	David Brooks	2014-12-12	In Praise of Small Miracles
1600	Paul Krugman	2014-12-12	Mad as Hellas
664	The Editorial Board	2014-12-12	Dark Again After Report on C.I.A. Torture
305	The Editorial Board	2014-12-11	Congress’s Double-Edged Marijuana Stance
112	The Editorial Board	2014-12-11	Police Discipline in New York
1521	Nicholas Kristof	2014-12-11	What if Whites Were the Minority?
682	Gail Collins	2014-12-11	It’s Cruel. It’s Useless. It’s the C.I.A.
1228	Charles Blow	2014-12-11	This Is Your Moment
136	The Editorial Board	2014-12-11	Authorizing Military Force Must Have Limits
138	The Editorial Board	2014-12-10	Injustice in Robert Wayne Holsey’s Case
27	The Editorial Board	2014-12-10	LinkNYC Should Provide Wi-Fi to All Corners of the City
885	Thomas Friedman	2014-12-10	We’re Always Still Americans
2405	The Editorial Board	2014-12-10	The Senate Report on the C.I.A.’s Torture and Lies
176	Roger Cohen	2014-12-09	Annus Mirabilis 2014
114	The Editorial Board	2014-12-09	India and the Post-Antibiotic Era
460	The Editorial Board	2014-12-09	A Crisis of Confidence in Prosecutors 
232	Joe Nocera	2014-12-09	The New Republic’s Rebellion
57	The Editorial Board	2014-12-09	European Internet Proposal Under Attack
3935	David Brooks	2014-12-09	The Cop Mind
139	The Editorial Board	2014-12-09	Rolling Stone and Rape on Campus
464	The Editorial Board	2014-12-08	Military Sexual Assault Unresolved
28	The Editorial Board	2014-12-08	When Legislators Ask for a Raise
161	The Editorial Board	2014-12-08	Release the Guantánamo Force-Feeding Videos
866	The Editorial Board	2014-12-08	Horse Nonsense From City Hall
938	Charles Blow	2014-12-08	From Eric Garner and Michael Brown to the Ballot Box
1029	Paul Krugman	2014-12-08	Recovery at Last?
157	The Editorial Board	2014-12-07	 Backsliding in Afghanistan
1055	Nicholas Kristof	2014-12-07	Gifts That Inspire
298	Frank Bruni	2014-12-07	Hillary 2.0 Would Be Hillary XX
452	Ross Douthat	2014-12-07	What the Fate of The New Republic Reveals
3002	Thomas Friedman	2014-12-07	How ISIS Drives Muslims From Islam
53	The Editorial Board	2014-12-07	Keeping Score on the Budget
92	The Editorial Board	2014-12-07	The C.I.A.’s Power to Purge
10	The Editorial Board	2014-12-06	Confidence-Killing Tax Deals
245	Joe Nocera	2014-12-06	über vs. Uber
712	Gail Collins	2014-12-06	The Woes of Working Women
14	The Editorial Board	2014-12-06	Still Recovering From Hurricane Sandy 
57	The Editorial Board	2014-12-06	Better News on Jobs, but Not Good Enough
525	Roger Cohen	2014-12-05	The Consolations of Italy
40	The Editorial Board	2014-12-05	Bhopal's Deadly Legacy
34	The Editorial Board	2014-12-05	Risk Warnings on Smokeless Tobacco
114	The Editorial Board	2014-12-05	The Winter of Mr. Putin’s Discontent 
3358	David Brooks	2014-12-05	Why Elders Smile
1902	Paul Krugman	2014-12-05	Democrats Against Reform
2090	The Editorial Board	2014-12-05	Eric Garner, Daniel Pantaleo and Lethal Police Tactics
42	The Editorial Board	2014-12-04	The Next Tax Fight
313	The Editorial Board	2014-12-04	Whitewashing History in Japan
272	The Editorial Board	2014-12-04	Mental Illness and Guns at Newtown 
13964	Nicholas Kristof	2014-12-04	Abusing Chickens We Eat
223	Gail Collins	2014-12-04	Of Taxes, Pigs and Congress
6004	The Editorial Board	2014-12-04	A Search for Justice in the Eric Garner Case
12622	Charles Blow	2014-12-04	Michael Brown, and Now Eric Garner
182	The Editorial Board	2014-12-03	Modern Slavery Grows
206	The Editorial Board	2014-12-03	On Immigration, a Huge Job Ahead
176	The Editorial Board	2014-12-03	Lessons From a Stairwell Shooting 
477	The Editorial Board	2014-12-03	World Food Program’s Struggle to Feed Millions 
724	Thomas Friedman	2014-12-03	The Gift That Keeps Giving
541	Frank Bruni	2014-12-03	A Pox on Campus Life
550	Roger Cohen	2014-12-02	The Long Road From American to English
36	The Editorial Board	2014-12-02	The Taliban’s Reign of Terror
427	The Editorial Board	2014-12-02	What Is a True Threat on Facebook?
276	The Editorial Board	2014-12-02	In Egypt, a Verdict Turns Back the Clock 
2642	David Brooks	2014-12-02	Class Prejudice Resurgent
203	Joe Nocera	2014-12-02	The N.C.A.A.’s Big Bluff
906	The Editorial Board	2014-12-01	Women Who Work
33	The Editorial Board	2014-12-01	A Blockbuster Wireless Auction
2100	Paul Krugman	2014-12-01	Being Bad Europeans
1152	Charles Blow	2014-12-01	Crime and Punishment
2084	The Editorial Board	2014-11-30	Homeownership and Wealth Creation 
318	The Editorial Board	2014-11-30	Hydrogen Cars, Coming Down the Pike 
3807	Nicholas Kristof	2014-11-30	When Whites Just Don’t Get It, Part 5
188	Ross Douthat	2014-11-30	The Retreat to Identity
366	The Editorial Board	2014-11-30	Japan Is Back in the Hunt for Whales
2836	Frank Bruni	2014-11-30	Just Plane Ugly
29	The Editorial Board	2014-11-29	A Deal on Nazi-Era Art
215	Joe Nocera	2014-11-29	Nicotine Without Death
111	The Editorial Board	2014-11-29	Wrestling With an Aging Arsenal
33	The Editorial Board	2014-11-29	A Rare Chance for Two Governors
25	The Editorial Board	2014-11-29	Improvements for Rikers Island
28	The Editorial Board	2014-11-29	Global Weakness, America’s Problem 
549	Gail Collins	2014-11-29	Doing Some Heavy Lifting
81	Roger Cohen	2014-11-28	Get Real, Boris Johnson!
30	The Editorial Board	2014-11-28	Too Important to Slip Away
452	The Editorial Board	2014-11-28	The New G.O.P. Showdown Threat
612	The Editorial Board	2014-11-28	Gay Men Should Be Allowed to Give Blood
856	The Editorial Board	2014-11-28	In Peru, a Fight Over Land Rights
1846	Paul Krugman	2014-11-28	Pollution and Politics
874	David Brooks	2014-11-28	The Ambition Explosion
2047	Charles Blow	2014-11-27	Fury After Ferguson
1374	Nicholas Kristof	2014-11-27	Bill Cosby, UVA and Rape
571	Gail Collins	2014-11-27	Counting Benghazi Blessings
1835	The Editorial Board	2014-11-27	Mass Imprisonment and Public Health
25	The Editorial Board	2014-11-27	Making Calorie Counts Visible 
20	The Editorial Board	2014-11-27	Europe’s Modest Investment Plan
116	Roger Cohen	2014-11-26	Keep Pushing for an Iran Deal
88	The Editorial Board	2014-11-26	A Potent, Overlooked Greenhouse Gas 
346	Thomas Friedman	2014-11-26	News Drumsticks
72	The Editorial Board	2014-11-26	New Frontier for Ebola
3306	Frank Bruni	2014-11-26	On Thanksgiving, an Abundance That's About Much More Than Food
5539	The Editorial Board	2014-11-26	 The Meaning of the Ferguson Riots 
219	The Editorial Board	2014-11-25	A Problem Beyond Mr. Hagel 
623	David Brooks	2014-11-25	The Unifying Leader
178	Joe Nocera	2014-11-25	Committed to Carbon Goals
1105	The Editorial Board	2014-11-25	Israel Narrows Its Democracy 
35	The Editorial Board	2014-11-24	The Danger of Foreign Jihadists
2459	The Editorial Board	2014-11-24	Will Texas Kill an Insane Man?
153	The Editorial Board	2014-11-24	A Step Forward on Child Care
56	The Editorial Board	2014-11-24	In Pursuit of an Oddly Shaped Comet
1237	Paul Krugman	2014-11-24	The Inflation and Rising Interest Rates That Never Showed Up
1596	Charles Blow	2014-11-24	Bigger Than Immigration
93	The Editorial Board	2014-11-23	Dealing With North Korea’s Brutality 
1691	Thomas Friedman	2014-11-23	Stampeding Black Elephants
96	The Editorial Board	2014-11-23	Faster Broadband for Schools and Libraries
662	The Editorial Board	2014-11-23	The Piecemeal Assault on Health Care
734	Frank Bruni	2014-11-23	Promiscuous College Come-Ons
626	Ross Douthat	2014-11-23	The Making of an Imperial President
2658	Nicholas Kristof	2014-11-23	Immigration Enriches You and Me
68	The Editorial Board	2014-11-22	India’s Obligation on Climate
24	The Editorial Board	2014-11-22	An Environmental Casualty
40	The Editorial Board	2014-11-22	 A Billionaire’s Hudson River Project 
2114	The Editorial Board	2014-11-22	Four Decades of Solitary in Louisiana 
222	Joe Nocera	2014-11-22	Uber’s Rough Ride
509	The Editorial Board	2014-11-22	Mr. Obama’s Wise Immigration Plan 
99	The Editorial Board	2014-11-21	India’s Lethal Birth Control
613	Roger Cohen	2014-11-21	Two Ideas of Israel-Palestine
4649	Paul Krugman	2014-11-21	Suffer Little Children
1477	David Brooks	2014-11-21	Love and Gravity
20	The Editorial Board	2014-11-21	G.M.’s Victims Get an Extension
466	The Editorial Board	2014-11-21	Attorneys General for Sale
260	Gail Collins	2014-11-20	Tough Times for Penguins
783	The Editorial Board	2014-11-20	At Long Last, Immigration Action
269	The Editorial Board	2014-11-20	Ukraine’s Slow Collapse 
79	The Editorial Board	2014-11-20	Three Bills to Curb Corporate Wrongdoing 
1621	Nicholas Kristof	2014-11-20	Do Politicians Love Kids?
1026	Charles Blow	2014-11-20	The Solid South Will Rise Again
182	The Editorial Board	2014-11-19	Military Action in Syria Requires a New A.U.M.F.
78	The Editorial Board	2014-11-19	Manhattan’s D.A. Addresses a National Problem 
397	The Editorial Board	2014-11-19	Horror in Jerusalem
1147	Thomas Friedman	2014-11-19	Did Dubai Do It? 
130	Frank Bruni	2014-11-19	From Profits to Politics
152	Roger Cohen	2014-11-18	The Trauma of ISIS
173	The Editorial Board	2014-11-18	A Crucial Vote on the Surveillance Bill
147	The Editorial Board	2014-11-18	The Impolitic Jonathan Gruber
113	The Editorial Board	2014-11-18	Colombian Peace Process at an Impasse
46	The Editorial Board	2014-11-18	FIFA’s Farcically Shady Behavior
962	David Brooks	2014-11-18	Obama in Winter
129	Joe Nocera	2014-11-18	Putin Plays Hardball
436	Charles Blow	2014-11-17	Partisanship Breaks the Government
5547	Paul Krugman	2014-11-17	When Government Succeeds
973	The Editorial Board	2014-11-17	A Cuban Brain Drain, Courtesy of the U.S.
312	The Editorial Board	2014-11-17	Playing Politics With Tar Sands Oil
246	The Editorial Board	2014-11-17	Second Chances for Teen Offenders 
84	The Editorial Board	2014-11-16	The Shifting Ebola Epidemic
82	The Editorial Board	2014-11-16	A Final Dash on an Iran Deal 
6135	Nicholas Kristof	2014-11-16	When Whites Just Don’t Get It, Part 4
1449	Ross Douthat	2014-11-16	The Great Immigration Betrayal
291	The Editorial Board	2014-11-16	Warning Signs From Commodity Prices
351	Frank Bruni	2014-11-16	The Fable of Rand Paul
735	Thomas Friedman	2014-11-16	Who Are We?
56	The Editorial Board	2014-11-15	The Dengue Fever Scourge
174	Joe Nocera	2014-11-15	Net Neutrality Rules
383	The Editorial Board	2014-11-15	Why the F.C.C. Should Heed President Obama on Internet Regulation
56	The Editorial Board	2014-11-15	Culpability in the Upper Big Branch Disaster
21	The Editorial Board	2014-11-15	The Fate of Medicaid Expansion
386	Gail Collins	2014-11-15	Congress Extends Itself 
284	Roger Cohen	2014-11-14	Mere Human Behavior
231	The Editorial Board	2014-11-14	Myanmar Needs Time
359	The Editorial Board	2014-11-14	The Supreme Court Hears an Alabama Case on the Voting Rights Act
25	The Editorial Board	2014-11-14	A Smarter Approach to Airline Safety
38	The Editorial Board	2014-11-14	The Fed and Full Employment 
327	The Editorial Board	2014-11-14	Big and Bold on Immigration 
2056	Paul Krugman	2014-11-14	China, Coal, Climate
1680	David Brooks	2014-11-14	The Agency Moment
144	The Editorial Board	2014-11-13	The Pink Tax
96	The Editorial Board	2014-11-13	A New Model for Affordable Housing
2819	Nicholas Kristof	2014-11-13	Politicians, Teens and Birth Control
160	Gail Collins	2014-11-13	The Lame-Duck Dynasty
745	Charles Blow	2014-11-13	Race, to the Finish
2138	The Editorial Board	2014-11-13	A Response to President Xi Jinping
655	The Editorial Board	2014-11-13	A Major Breakthrough on Climate Change
38	The Editorial Board	2014-11-12	A Spy’s Deceptive Complaints
149	The Editorial Board	2014-11-12	The Problem With New York’s Marijuana Policy
7006	The Editorial Board	2014-11-12	The Worst Voter Turnout in 72 Years
1899	The Editorial Board	2014-11-12	Law and Order in Mexico 
1051	Thomas Friedman	2014-11-12	Freud and the Middle East
872	Roger Cohen	2014-11-11	The Iran-Ukraine Affair
1033	David Brooks	2014-11-11	The Legacy of Fear
258	The Editorial Board	2014-11-11	Mr. Obama’s Message to Myanmar 
438	The Editorial Board	2014-11-11	Classroom Breakfasts: a Good Idea, Overdue
89	The Editorial Board	2014-11-11	 Danbury Laborers Fight Unjust Arrests
41	The Editorial Board	2014-11-11	Confirm Loretta Lynch Now
17	The Editorial Board	2014-11-10	Calming Troubled Waters
600	The Editorial Board	2014-11-10	In Cuba, Misadventures in Regime Change
78	The Editorial Board	2014-11-10	Round Two for Gov. Cuomo
4385	Paul Krugman	2014-11-10	The Latest Frivolous Attack on Obamacare
3220	Charles Blow	2014-11-10	 The Obama Opposition
13723	The Editorial Board	2014-11-09	Dark Money Helped Win the Senate
283	Thomas Friedman	2014-11-09	Makers and Breakers
311	Nicholas Kristof	2014-11-09	A Changed China Awaits Mr. Obama
229	The Editorial Board	2014-11-09	Private Manning’s Missing Medical Care
80	The Editorial Board	2014-11-09	A Promising Approach to Internet Rules
7320	Frank Bruni	2014-11-09	Gray Hair and Silver Linings
203	Ross Douthat	2014-11-09	The Fight Republicans Need Now 
42	The Editorial Board	2014-11-08	Banks Behaving Badly, Again
642	Gail Collins	2014-11-08	Republicans ♥ Pipeline 
323	Joe Nocera	2014-11-08	Big Money Wins Again in a Romp
7	The Editorial Board	2014-11-08	Making the Rent 
29	The Editorial Board	2014-11-08	Waiting for the European Central Bank
1054	The Editorial Board	2014-11-08	Job Growth, but No Raises 
268	The Editorial Board	2014-11-08	Health Care Reform Imperiled 
179	Roger Cohen	2014-11-07	Russia, pivoting to Asia, defines itself against the West.
23	The Editorial Board	2014-11-07	No Time to Relax on Ebola
1594	The Editorial Board	2014-11-07	‘Gorillas in the Crossfire’
1661	The Editorial Board	2014-11-07	Mr. Obama’s Moment on Immigration
347	The Editorial Board	2014-11-07	In Egypt, Business as Usual
138	The Editorial Board	2014-11-07	New York Needs a Stronger School Plan
15319	Paul Krugman	2014-11-07	Triumph of the Wrong
783	David Brooks	2014-11-07	The Governing Party
25	The Editorial Board	2014-11-06	Modest Boost for Japan’s Economy
615	The Editorial Board	2014-11-06	Hungary’s Dangerous Slide
1268	Nicholas Kristof	2014-11-06	America’s Broken Politics
437	The Editorial Board	2014-11-06	From Marijuana to Gun Control, Liberal Initiatives Passed
302	The Editorial Board	2014-11-06	Mr. Obama’s Offer to Republicans
384	Gail Collins	2014-11-06	Finding Good News in the Election Results
448	Charles Blow	2014-11-06	Looking Back, Looking Forward
86	The Editorial Board	2014-11-05	America’s Big Bet on Indonesia
35	The Editorial Board	2014-11-05	Europe’s Migration Impasse
4179	The Editorial Board	2014-11-05	Negativity Wins the Senate 
90	The Editorial Board	2014-11-05	Health Care in the Hands of the Court
1574	Thomas Friedman	2014-11-05	Recent Elections Missed the Biggest Challenge of All
35	The Editorial Board	2014-11-05	Growing Pains for Airbnb and Others
2498	Frank Bruni	2014-11-05	Republicans, Meet Science
108	The Editorial Board	2014-11-04	The Shake-Up at Rikers Island 
809	Joe Nocera	2014-11-04	Guns and Public Health
131	The Editorial Board	2014-11-04	Driving Student Borrowers Into Default 
32	The Editorial Board	2014-11-04	Another Battle for Eisenhower
714	David Brooks	2014-11-04	Death by Data
51	The Editorial Board	2014-11-04	Election Day Choices
268	The Editorial Board	2014-11-03	Switzerland Regrets a Cruel History
